round,client_13_removal_criterion,client_8_removal_criterion,client_2_removal_criterion,client_18_removal_criterion,client_10_removal_criterion,client_0_removal_criterion,client_11_removal_criterion,client_6_removal_criterion,client_16_removal_criterion,client_3_removal_criterion,client_17_removal_criterion,client_4_removal_criterion,client_12_removal_criterion,client_9_removal_criterion,client_5_removal_criterion,client_14_removal_criterion,client_15_removal_criterion,client_1_removal_criterion,client_7_removal_criterion
27,1.76859050989151,1.947501468658447,3.965727686882019,1.4369146585464478,2.41974915266037,15.551974177360535,2.2095748424530033,4.185294985771179,1.5837047100067139,4.2289716601371765,2.6502846479415894,2.3565602421760556,3.1512741088867187,2.8278884291648865,1.3631990909576415,2.587296640872955,2.756491959095001,15.309158396720886,3.958513343334198
28,1.8664762258529664,1.8806429386138914,4.067039740085601,1.5852463245391843,2.579184520244598,16.151974296569822,2.403368806838989,4.409816372394562,1.6347381830215455,4.364937472343445,2.7203728199005126,2.678221011161804,3.2548467993736265,2.8927767395973203,1.6245552778244017,2.5217796444892886,2.778503394126892,15.533016240596769,4.0592725515365595
29,2.1384075999259946,2.0280303597450255,4.260869336128235,1.6826187372207642,2.655694508552551,16.751974284648895,2.7113871812820434,4.469390273094177,1.9443876028060911,4.517362642288208,2.982160770893097,2.7725223898887634,3.426396310329437,2.962540292739868,1.73974529504776,2.59501394033432,2.720819461345673,16.055606484413147,4.252990770339965
30,2.1328223586082453,2.1882885694503784,4.594827198982239,2.0003533720970155,2.8827391505241393,17.351974284648893,2.653059923648834,4.941816902160644,2.151376974582672,4.999739718437195,3.1348025321960447,3.2526332259178163,3.5929630041122436,2.973283565044403,1.7762974739074706,2.7742724776268,2.7278468370437623,16.334868013858795,4.698790609836578
31,2.342587375640869,2.4770153403282165,4.763359308242797,1.8202400088310242,2.9505546689033504,17.951974284648895,3.08892560005188,5.215494346618652,2.306616926193237,5.178913402557373,3.3268586516380307,3.463994240760803,3.780821239948273,3.3023253321647643,1.8575191378593445,2.904759871959686,3.0191110968589783,16.572065997123715,4.572045695781708
32,2.726715242862701,2.4715285301208496,5.046743214130402,1.8391364336013794,3.3491515517234802,18.551974284648896,3.4281370520591734,5.6322061419487,2.24707750082016,5.587990820407867,3.525932741165161,3.6955261945724485,4.219348585605621,3.196196961402893,2.2395042181015015,3.153840184211731,3.230312359333038,16.99631507396698,5.119617033004761
33,2.7472253561019895,2.409386682510376,5.265916407108307,2.1077259421348575,3.6670475602149963,19.151974284648894,3.481470215320587,6.021533942222595,2.4015659093856807,5.797930586338043,3.8048128128051757,3.8512898206710817,4.753288745880127,3.45855849981308,2.59337306022644,3.0835053443908693,3.5017420053482056,17.39249691963196,5.237933480739593
34,3.0888669252395626,2.4241790413856505,5.283653306961059,1.9798261761665343,4.003189706802368,19.751974034309388,3.6525096654891964,6.253691291809082,2.968797671794891,6.077986609935761,3.9817327380180356,4.159195339679718,5.357977771759033,3.429136550426483,2.745262563228607,3.3487499713897706,3.62004497051239,17.9204620718956,5.723137319087982
35,3.31279798746109,2.7036454558372496,5.579026925563812,2.2306637406349177,4.310311484336853,20.351974153518675,3.5304404377937315,6.471746325492859,2.8008557558059692,6.550852191448212,4.555472481250764,4.413234889507294,5.674505889415741,3.896186065673828,3.1372708201408384,3.419869077205658,3.960429918766022,18.026634538173674,5.915983426570892
36,3.8134269237518312,3.329049205780029,5.6276788115501395,2.1864425063133237,4.770572316646576,20.95197414159775,3.9688978314399717,7.125882518291473,3.164338266849518,6.563811802864074,4.492274761199951,4.529671359062195,5.7027078628540036,3.970254480838775,3.0983143568038938,3.336166560649872,3.8599732995033262,18.22138111591339,6.364697122573852
37,3.8909706354141234,2.980753898620605,6.164049017429352,2.3365496397018433,4.900157105922698,21.55099881887436,4.589482796192169,7.562413811683655,3.2062949180603026,7.497119307518005,5.314923214912414,4.839761400222779,6.1682167768478395,4.386929130554199,3.245605170726776,3.877647864818573,4.5759375333786005,18.684105658531188,6.793580198287963
38,4.04121253490448,3.459193754196167,6.758465492725373,2.2580832719802855,5.061613249778747,22.135612261295318,4.552275705337524,8.264617466926575,3.841066288948059,7.628047609329223,5.631046724319457,5.1141063332557675,6.657352161407471,4.989450240135193,3.239972174167633,4.3618110537528985,4.565842545032501,18.904095661640167,7.028667378425598
39,4.1278078794479365,3.387090539932251,6.832942569255828,2.3694215297698973,5.130563998222351,22.743113911151887,4.582634830474853,8.549254798889159,4.114361119270325,8.274285054206848,5.949712038040161,5.095063042640686,6.964400768280028,4.686381161212921,3.2080917358398438,4.768730688095093,4.7152885556221005,19.153015625476836,7.25118134021759
40,4.041580486297607,3.960368275642395,7.227045500278472,3.041643357276916,5.946924221515655,23.342359101772306,5.07720068693161,9.145518016815185,4.0554238796234126,8.337691879272462,6.003106498718261,5.580542910099029,7.3584054708480835,5.302733480930328,3.607536220550537,5.22011284828186,4.810944867134094,19.61107633113861,8.044474601745605
41,4.714369297027588,4.504621982574463,7.652801430225372,2.703057384490967,6.462768089771271,23.895621216297148,5.1851470351219175,9.433620810508728,4.405126142501831,9.051991415023803,6.932117819786072,5.61072152853012,7.668120384216309,5.1346860170364375,3.589248502254486,5.129160010814666,5.408117127418518,19.770814538002014,8.530442214012146
42,4.83095178604126,4.870175457000732,8.325654923915863,2.7374072313308715,6.170740234851837,24.2300565123558,5.075625789165497,9.669389271736144,4.413188338279724,9.040906047821045,7.208955454826355,5.527239334583282,8.12563705444336,5.849090790748596,3.9390201210975646,5.148112499713897,6.142248558998108,19.95612828731537,8.294087767601013
43,5.171660995483398,4.841866588592529,8.947043073177337,3.1964202404022215,6.573432409763336,24.599227035045622,5.640550816059112,10.28709762096405,4.8068982601165775,9.333921265602111,7.6507501840591425,5.944328773021698,8.61744303703308,5.907338631153107,3.7509867191314696,5.664908313751221,5.956123876571655,19.886776256561276,8.977190971374512
44,5.826978254318237,5.783055830001831,9.092869102954863,2.977842617034912,6.590932404994964,25.088303768634795,5.759623467922211,10.869570779800414,4.843564963340759,9.566598320007323,8.377722096443176,6.285998260974884,8.608557438850402,6.407744467258453,4.241535329818726,5.438930368423462,5.927366995811462,19.883454775810243,9.307839417457581
45,5.781541442871094,5.489826679229736,9.907277238368987,3.8586227416992185,7.111953032016754,25.466026723384857,6.6431301712989805,11.444010639190674,4.843144702911377,9.845259046554565,7.986979746818543,6.439003145694733,9.287121868133545,6.827277433872223,4.083739638328551,5.682079887390136,5.914481353759766,19.925004243850708,9.540935254096985
46,5.913277244567872,5.932700157165527,10.202783048152924,3.4673446416854854,7.851592218875885,25.69424411058426,6.3530033230781555,11.911973810195922,5.533535480499268,10.114124941825867,9.033750581741332,6.836640584468841,9.971461176872253,6.881272757053375,4.212492847442626,5.973968029022217,5.917109370231628,19.935003519058228,9.995262241363525
47,6.63198813199997,6.57991760969162,10.7318110704422,3.7576448202133177,7.396537840366363,26.005757808685303,6.759664356708527,12.583585274219512,5.896009600162506,10.634717988967894,9.1395605802536,6.988867437839508,10.46552745103836,7.3918522000312805,4.9411694407463065,6.413389122486114,6.2634713530540465,20.235245919227598,10.487260735034942
48,6.690861332416534,6.351707231998444,11.416312956809996,4.259695506095887,8.120925199985503,26.541748452186585,6.730749380588531,12.943650233745576,6.172880470752715,10.994401788711547,9.438790678977966,7.221264255046845,11.108486330509185,7.941413533687592,4.801778995990753,6.368966042995452,6.547780334949493,20.08771929740906,10.638697779178619
49,6.551245439052582,7.064364778995514,11.416281175613403,4.6661145091056815,8.139510107040405,26.508153903484345,6.781592035293579,13.08007470369339,6.323819530010224,11.406163680553437,9.547802031040192,7.242141139507294,11.704889285564423,8.003807139396669,4.771023035049438,7.093111193180084,6.350348401069641,20.197593247890474,11.187878310680388
50,6.557760107517242,7.16707010269165,12.297344851493834,4.887065422534942,8.31586571931839,26.97865911722183,7.633124542236327,13.664883244037627,6.743223977088928,11.318884074687958,9.774430406093597,7.792755150794982,12.058451640605927,8.082106173038483,5.119370341300964,7.209765815734863,6.8869716882705685,20.32782391309738,11.711189484596252
